Task Description,Category,Skill,ID recurso asignado,éxito estimado
Build a recommendation engine,data science,Python,287,22.43
Build a recommendation engine,data science,Python,32,35.94
Build a recommendation engine,data science,Python,45,32.83
Develop machine learning models,data science,TensorFlow,20,26.95
Develop machine learning models,data science,TensorFlow,221,14.57
Data cleaning and preprocessing,data science,Pandas,52,37.06
Develop machine learning models,data science,TensorFlow,16,19.74
Visualize data insights,data science,Tableau,219,26.61
Build a recommendation engine,data science,Python,69,7.6
Develop machine learning models,data science,TensorFlow,186,33.46
Develop machine learning models,data science,TensorFlow,282,18.47
Perform statistical analysis,data science,R,173,17.27
Data cleaning and preprocessing,data science,Pandas,103,18.77
Build a recommendation engine,data science,Python,40,42.56
Build a recommendation engine,data science,Python,158,34.17
Build a recommendation engine,data science,Python,205,27.83
Perform statistical analysis,data science,R,32,35.94
Visualize data insights,data science,Tableau,214,35.29
Perform statistical analysis,data science,R,146,31.98
Visualize data insights,data science,Tableau,117,35.1
Data cleaning and preprocessing,data science,Pandas,201,35.3
Perform statistical analysis,data science,R,101,40.31
Visualize data insights,data science,Tableau,77,46.84
Develop machine learning models,data science,TensorFlow,43,11.73
Data cleaning and preprocessing,data science,Pandas,252,44.72
Develop machine learning models,data science,TensorFlow,196,28.19
Build a recommendation engine,data science,Python,6,45.9
Build a recommendation engine,data science,Python,128,31.98
Perform statistical analysis,data science,R,128,31.98
Build a recommendation engine,data science,Python,24,42.71
Build a recommendation engine,data science,Python,93,38.9
Perform statistical analysis,data science,R,15,20.69
Develop machine learning models,data science,TensorFlow,153,47.16
Visualize data insights,data science,Tableau,31,53.73
Develop machine learning models,data science,TensorFlow,81,45.49
Build a recommendation engine,data science,Python,196,28.19
Build a recommendation engine,data science,Python,195,37.0
Visualize data insights,data science,Tableau,69,7.6
Visualize data insights,data science,Tableau,159,15.54
Perform statistical analysis,data science,R,125,16.53
Build a recommendation engine,data science,Python,257,31.35
Data cleaning and preprocessing,data science,Pandas,128,31.98
Develop machine learning models,data science,TensorFlow,165,14.83
Visualize data insights,data science,Tableau,136,30.81
Data cleaning and preprocessing,data science,Pandas,283,40.32
Build a recommendation engine,data science,Python,177,35.78
Data cleaning and preprocessing,data science,Pandas,65,22.1
Perform statistical analysis,data science,R,1,31.62
Visualize data insights,data science,Tableau,199,26.75
Perform statistical analysis,data science,R,72,43.0
Build a recommendation engine,data science,Python,160,9.19
Perform statistical analysis,data science,R,259,35.67
Visualize data insights,data science,Tableau,298,48.24
Visualize data insights,data science,Tableau,300,33.83
Build a recommendation engine,data science,Python,51,24.63
Develop machine learning models,data science,TensorFlow,199,26.75
Perform statistical analysis,data science,R,38,15.38
Perform statistical analysis,data science,R,252,44.72
Build a recommendation engine,data science,Python,57,21.4
Develop machine learning models,data science,TensorFlow,299,48.24
Develop machine learning models,data science,TensorFlow,288,22.53
Build a recommendation engine,data science,Python,14,23.87
Data cleaning and preprocessing,data science,Pandas,24,42.71
Visualize data insights,data science,Tableau,58,31.56
Data cleaning and preprocessing,data science,Pandas,245,32.52
Data cleaning and preprocessing,data science,Pandas,39,12.01
Perform statistical analysis,data science,R,187,36.89
Data cleaning and preprocessing,data science,Pandas,104,24.95
Data cleaning and preprocessing,data science,Pandas,61,31.56
Build a recommendation engine,data science,Python,14,23.87
Build a recommendation engine,data science,Python,270,16.04
Perform statistical analysis,data science,R,55,12.84
Perform statistical analysis,data science,R,188,22.38
Develop machine learning models,data science,TensorFlow,78,29.3
Build a recommendation engine,data science,Python,14,23.87
Build a recommendation engine,data science,Python,48,24.28
Perform statistical analysis,data science,R,267,47.25
Build a recommendation engine,data science,Python,229,15.66
Data cleaning and preprocessing,data science,Pandas,257,31.35
Build a recommendation engine,data science,Python,22,19.8
Perform statistical analysis,data science,R,89,37.04
Data cleaning and preprocessing,data science,Pandas,164,40.53
Data cleaning and preprocessing,data science,Pandas,261,31.19
Visualize data insights,data science,Tableau,259,35.67
Build a recommendation engine,data science,Python,20,26.95
Data cleaning and preprocessing,data science,Pandas,261,31.19
Build a recommendation engine,data science,Python,159,15.54
Build a recommendation engine,data science,Python,140,16.06
Visualize data insights,data science,Tableau,132,33.63
Perform statistical analysis,data science,R,84,5.88
Build a recommendation engine,data science,Python,247,15.83
Visualize data insights,data science,Tableau,229,15.66
Data cleaning and preprocessing,data science,Pandas,51,24.63
Data cleaning and preprocessing,data science,Pandas,130,47.69
Build a recommendation engine,data science,Python,174,32.16
Build a recommendation engine,data science,Python,142,17.0
Build a recommendation engine,data science,Python,268,18.54
Build a recommendation engine,data science,Python,267,47.25
Build a recommendation engine,data science,Python,76,12.31
Develop machine learning models,data science,TensorFlow,184,37.24
Perform statistical analysis,data science,R,22,19.8
Data cleaning and preprocessing,data science,Pandas,252,44.72
Develop machine learning models,data science,TensorFlow,51,24.63
Visualize data insights,data science,Tableau,240,37.77
Data cleaning and preprocessing,data science,Pandas,193,29.09
Build a recommendation engine,data science,Python,231,40.99
Develop machine learning models,data science,TensorFlow,47,22.55
Perform statistical analysis,data science,R,114,26.39
Perform statistical analysis,data science,R,82,30.83
Develop machine learning models,data science,TensorFlow,157,28.53
Build a recommendation engine,data science,Python,49,22.32
Visualize data insights,data science,Tableau,31,53.73
Data cleaning and preprocessing,data science,Pandas,232,15.41
Build a recommendation engine,data science,Python,71,43.61
Build a recommendation engine,data science,Python,206,45.48
Develop machine learning models,data science,TensorFlow,179,24.71
Build a recommendation engine,data science,Python,297,10.78
Build a recommendation engine,data science,Python,196,28.19
Perform statistical analysis,data science,R,250,35.12
Develop machine learning models,data science,TensorFlow,71,43.61
Develop machine learning models,data science,TensorFlow,233,39.85
Data cleaning and preprocessing,data science,Pandas,244,40.22
Data cleaning and preprocessing,data science,Pandas,141,16.34
Build a recommendation engine,data science,Python,167,17.74
Data cleaning and preprocessing,data science,Pandas,251,33.14
Visualize data insights,data science,Tableau,22,19.8
Visualize data insights,data science,Tableau,241,29.01
Data cleaning and preprocessing,data science,Pandas,265,27.56
Build a recommendation engine,data science,Python,163,43.11
Perform statistical analysis,data science,R,152,33.47
Visualize data insights,data science,Tableau,85,44.43
Build a recommendation engine,data science,Python,23,37.8
Data cleaning and preprocessing,data science,Pandas,238,31.66
Build a recommendation engine,data science,Python,5,20.45
Build a recommendation engine,data science,Python,39,12.01
Build a recommendation engine,data science,Python,192,37.48
Data cleaning and preprocessing,data science,Pandas,71,43.61
Perform statistical analysis,data science,R,31,53.73
Develop machine learning models,data science,TensorFlow,10,27.07
Visualize data insights,data science,Tableau,173,17.27
Visualize data insights,data science,Tableau,230,25.4
Data cleaning and preprocessing,data science,Pandas,50,20.09
Develop machine learning models,data science,TensorFlow,206,45.48
Data cleaning and preprocessing,data science,Pandas,55,12.84
Perform statistical analysis,data science,R,14,23.87
Build a recommendation engine,data science,Python,278,26.29
Data cleaning and preprocessing,data science,Pandas,144,45.36
Data cleaning and preprocessing,data science,Pandas,282,18.47
Build a recommendation engine,data science,Python,238,31.66
Develop machine learning models,data science,TensorFlow,238,31.66
Develop machine learning models,data science,TensorFlow,139,37.6
Develop machine learning models,data science,TensorFlow,252,44.72
Data cleaning and preprocessing,data science,Pandas,215,6.49
Data cleaning and preprocessing,data science,Pandas,217,21.81
Build a recommendation engine,data science,Python,266,43.94
Develop machine learning models,data science,TensorFlow,165,14.83
Develop machine learning models,data science,TensorFlow,199,26.75
Perform statistical analysis,data science,R,286,10.91
Develop machine learning models,data science,TensorFlow,109,36.41
Develop machine learning models,data science,TensorFlow,69,7.6
Perform statistical analysis,data science,R,144,45.36
Build a recommendation engine,data science,Python,269,46.51
Develop machine learning models,data science,TensorFlow,72,43.0
Build a recommendation engine,data science,Python,141,16.34
Build a recommendation engine,data science,Python,204,36.95
Data cleaning and preprocessing,data science,Pandas,88,6.28
Data cleaning and preprocessing,data science,Pandas,287,22.43
Visualize data insights,data science,Tableau,76,12.31
Perform statistical analysis,data science,R,223,32.7
Visualize data insights,data science,Tableau,216,19.85
Perform statistical analysis,data science,R,15,20.69
Perform statistical analysis,data science,R,161,33.25
Perform statistical analysis,data science,R,72,43.0
Data cleaning and preprocessing,data science,Pandas,83,41.78
Visualize data insights,data science,Tableau,240,37.77
Build a recommendation engine,data science,Python,27,20.16
Build a recommendation engine,data science,Python,192,37.48
Develop machine learning models,data science,TensorFlow,297,10.78
Visualize data insights,data science,Tableau,220,28.85
Develop machine learning models,data science,TensorFlow,153,47.16
Data cleaning and preprocessing,data science,Pandas,112,14.87
Data cleaning and preprocessing,data science,Pandas,168,20.0
Develop machine learning models,data science,TensorFlow,270,16.04
Develop machine learning models,data science,TensorFlow,238,31.66
Perform statistical analysis,data science,R,297,10.78
Build a recommendation engine,data science,Python,157,28.53
Build a recommendation engine,data science,Python,239,20.69
Develop machine learning models,data science,TensorFlow,139,37.6
Build a recommendation engine,data science,Python,146,31.98
Develop machine learning models,data science,TensorFlow,165,14.83
Develop machine learning models,data science,TensorFlow,268,18.54
Build a recommendation engine,data science,Python,220,28.85
Develop machine learning models,data science,TensorFlow,41,31.24
Data cleaning and preprocessing,data science,Pandas,59,9.04
Perform statistical analysis,data science,R,104,24.95
Build a recommendation engine,data science,Python,274,35.78
Develop machine learning models,data science,TensorFlow,260,47.95
Build a recommendation engine,data science,Python,47,22.55
Build a recommendation engine,data science,Python,274,35.78
Visualize data insights,data science,Tableau,129,26.69
Build a recommendation engine,data science,Python,165,14.83
Visualize data insights,data science,Tableau,92,33.91
Visualize data insights,data science,Tableau,18,10.5
Build a recommendation engine,data science,Python,141,16.34
Visualize data insights,data science,Tableau,65,22.1
Perform statistical analysis,data science,R,202,21.66
Visualize data insights,data science,Tableau,84,5.88
Build a recommendation engine,data science,Python,292,24.04
Perform statistical analysis,data science,R,187,36.89
Visualize data insights,data science,Tableau,81,45.49
Visualize data insights,data science,Tableau,76,12.31
Perform statistical analysis,data science,R,39,12.01
Build a recommendation engine,data science,Python,211,47.71
Build a recommendation engine,data science,Python,197,41.73
Data cleaning and preprocessing,data science,Pandas,297,10.78
Data cleaning and preprocessing,data science,Pandas,179,24.71
Data cleaning and preprocessing,data science,Pandas,258,23.76
Data cleaning and preprocessing,data science,Pandas,142,17.0
Develop machine learning models,data science,TensorFlow,70,43.41
Build a recommendation engine,data science,Python,32,35.94
Perform statistical analysis,data science,R,291,15.65
Visualize data insights,data science,Tableau,96,26.71
Data cleaning and preprocessing,data science,Pandas,192,37.48
Data cleaning and preprocessing,data science,Pandas,193,29.09
Perform statistical analysis,data science,R,186,33.46
Develop machine learning models,data science,TensorFlow,75,30.67
Develop machine learning models,data science,TensorFlow,106,33.03
Visualize data insights,data science,Tableau,195,37.0
Develop machine learning models,data science,TensorFlow,290,28.42
Visualize data insights,data science,Tableau,295,31.27
Develop machine learning models,data science,TensorFlow,101,40.31
Visualize data insights,data science,Tableau,108,28.93
Perform statistical analysis,data science,R,139,37.6
Develop machine learning models,data science,TensorFlow,136,30.81
Visualize data insights,data science,Tableau,128,31.98
Develop machine learning models,data science,TensorFlow,160,9.19
Build a recommendation engine,data science,Python,123,34.3
Develop machine learning models,data science,TensorFlow,171,50.55
Build a recommendation engine,data science,Python,209,31.97
Develop machine learning models,data science,TensorFlow,296,18.03
Data cleaning and preprocessing,data science,Pandas,237,25.3
Build a recommendation engine,data science,Python,13,26.23
Develop machine learning models,data science,TensorFlow,2,44.9
Data cleaning and preprocessing,data science,Pandas,38,15.38
Build a recommendation engine,data science,Python,169,29.87
Develop machine learning models,data science,TensorFlow,249,21.28
